Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	stationaryDist[1]	stationaryDist[2]	tree_length
0	-4821.148	-4933.1	111.9513	0.134201	0.0766465	0.150258	0.0122196	0.115086	0.140502	0.0714717	0.114508	0.051127	0.12597	0.0497377	0.111138	0.0545009	0.0786041	0.0195083	0.0105351	0.0243291	0.00905155	0.0685257	0.0191575	0.0621159	0.0697511	0.0703978	0.00979539	0.0209995	0.0339208	0.133477	0.247574	0.0224652	0.0262562	0.0475135	0.167086	0.168852	0.0590636	0.272927	0.321955	0.0630433	0.135006	0.00577882	0.0991542	0.033248	0.020629	0.110041	0.160759	0.175472	0.019369	0.314769	0.020964	0.0145544	0.072908	0.0183126	0.026918	0.0385883	0.176618	0.0526361	0.193499	0.1356	0.038688	0.0850717	0.118548	0.0881814	0.127133	0.0467057	0.0770815	0.339246	0.0288115	0.00351784	0.0432715	0.106362	0.209634	0.142656	0.11059	0.0897228	0.00825131	0.178309	0.9137695	1.086231	0.352837	0.601659	0.853417	1.17176	1.66207	2.83417	0.7532573	1.188736	0.0194469	0.0111068	0.0217737	0.00177074	0.0166771	0.02036	0.0103569	0.0165932	0.00740878	0.0182542	0.00720745	0.0161048	0.00789767	0.0113905	0.00282693	0.00152664	0.0035255	0.00131165	0.00993	0.00277609	0.00900116	0.0101076	0.0102013	0.00141944	0.00304302	0.00491543	0.0193421	0.0358758	0.00325541	0.00380476	0.00688514	0.0242123	0.0244681	0.00855885	0.0395496	0.0466542	0.00913555	0.0195636	0.000837404	0.0143684	0.00481794	0.00298934	0.0159459	0.0232954	0.0254275	0.00280675	0.0456129	0.00303788	0.00210907	0.010565	0.00265366	0.00390066	0.0055918	0.0255936	0.00762746	0.0280398	0.0196496	0.00560624	0.0123277	0.0171787	0.0127783	0.0184227	0.00676808	0.0111698	0.0491598	0.00417505	0.000509767	0.00627044	0.0154128	0.0303779	0.0206722	0.0160256	0.0130017	0.00119569	0.0258386	0.543115	0.456885	6.900876
36	-4811.572	-4922.499	110.9268	0.127575	0.00652636	0.363774	0.031792	0.079418	0.110368	0.0317208	0.21043	0.065507	0.087189	0.0710645	0.0598556	0.0283379	0.0781904	0.0323659	0.00288947	0.0317261	0.000542062	0.0468267	0.0432916	0.0787244	0.0218858	0.033684	0.0255015	0.030963	0.0990029	0.146151	0.239592	0.0392673	0.00866656	0.0462584	0.226546	0.176238	0.123041	0.208188	0.172993	0.281349	0.109475	0.0411663	0.0433144	0.0602804	0.132842	0.13337	0.0293433	0.0982279	0.0729398	0.0303291	0.0409826	0.00813695	0.0577047	0.383343	0.073093	0.0425049	0.0669662	0.0275483	0.00706128	0.191954	0.101245	0.332502	0.436955	0.122854	0.296408	0.0214741	0.0367269	0.0418188	0.0663166	0.136754	0.0475514	0.0424364	0.202659	0.0575061	0.112855	0.214015	0.0612946	0.0226708	0.8921414	1.107859	0.396376	0.63679	0.868661	1.1512	1.57038	2.52286	0.6691222	1.241797	0.0170736	0.000873435	0.0486846	0.00425478	0.0106286	0.0147708	0.00424524	0.0281622	0.00876691	0.0116687	0.00951068	0.00801058	0.00379251	0.0104644	0.00433159	0.000386703	0.00424596	7.25451e-05	0.00626689	0.00579379	0.0105358	0.00292901	0.00450799	0.0034129	0.00414383	0.0132497	0.0195596	0.032065	0.00525521	0.00115986	0.00619084	0.0303191	0.0235862	0.0164668	0.0278621	0.023152	0.0376535	0.0146512	0.00550936	0.00579684	0.00806742	0.0177785	0.0178491	0.00392707	0.013146	0.00976166	0.00405899	0.00548478	0.00108898	0.00772271	0.0513035	0.00978216	0.0056885	0.0089622	0.00368683	0.000945023	0.0256896	0.0135498	0.0444993	0.0584784	0.0164417	0.0396688	0.00287391	0.00491523	0.00559669	0.00887526	0.018302	0.00636389	0.00567934	0.0271221	0.00769614	0.0151036	0.028642	0.00820317	0.00303408	0.553929	0.446071	7.472069
72	-4800.525	-4912.487	111.9618	0.203442	0.0322647	0.162233	0.0280047	0.0520096	0.0981558	0.0516483	0.137065	0.0463955	0.108018	0.105279	0.112619	0.0689722	0.0903732	0.0145647	0.00652003	0.032707	0.00146639	0.0843576	0.0203301	0.0943073	0.0499855	0.026581	0.0178105	0.0318244	0.061523	0.151872	0.199559	0.0619025	0.0111517	0.00757734	0.199808	0.156288	0.115519	0.213544	0.230357	0.284757	0.115739	0.078691	0.0746544	0.0750481	0.103288	0.0615298	0.0680037	0.115005	0.0240114	0.0444552	0.0334285	0.0196541	0.0472336	0.138505	0.0321222	0.0854756	0.103406	0.00481803	0.00482212	0.274508	0.0695986	0.337542	0.317354	0.0906901	0.227992	0.0187247	0.102069	0.0284548	0.0989623	0.161546	0.0155845	0.0162575	0.0655833	0.0353668	0.0423095	0.130368	0.120246	0.0422957	0.8405481	1.159452	0.340508	0.591313	0.848811	1.17812	1.69115	2.93679	0.7789736	1.3794	0.0299349	0.0047475	0.0238713	0.00412068	0.00765282	0.0144429	0.00759965	0.020168	0.00682674	0.015894	0.0154911	0.0165711	0.0101487	0.0132977	0.00214308	0.000959373	0.00481258	0.000215768	0.0124126	0.00299142	0.0138766	0.00735499	0.0039112	0.00262068	0.00468271	0.00905264	0.0223468	0.0293636	0.00910848	0.00164088	0.00111495	0.0294002	0.0229966	0.0169977	0.0314214	0.0338953	0.0418998	0.0170301	0.0115788	0.0109848	0.0110428	0.015198	0.00905364	0.0100062	0.0169222	0.00353309	0.00654124	0.00491875	0.00289195	0.00695006	0.02038	0.00472654	0.0125771	0.0152154	0.000708936	0.000709538	0.0403917	0.0102409	0.0496668	0.0466962	0.0133444	0.0335473	0.0027552	0.0150187	0.00418691	0.0145616	0.0237703	0.00229314	0.00239217	0.00965008	0.00520396	0.00622553	0.0191826	0.0176933	0.00622349	0.579726	0.420274	6.796139
108	-4803.661	-4914.947	111.2866	0.240288	0.0850988	0.28283	0.0525555	0.0538851	0.159113	0.0615651	0.159709	0.0507338	0.0886942	0.0618803	0.129658	0.111602	0.0372996	0.0231727	0.00939102	0.0199056	0.00289589	0.0600544	0.0326496	0.0620334	0.0317498	0.040166	0.0631166	0.0553871	0.0480277	0.237629	0.157022	0.067637	0.0141775	0.0385076	0.265948	0.140065	0.021608	0.216273	0.110685	0.27332	0.071842	0.0714598	0.0726005	0.0702609	0.0746939	0.0980564	0.0183126	0.066554	0.0196177	0.0267139	0.0354511	0.00256472	0.103272	0.0246427	0.0286326	0.044077	0.0439442	0.069384	0.0326206	0.0894187	0.096578	0.348472	0.410744	0.336766	0.235007	0.0314738	0.0709916	0.0250336	0.0736502	0.211166	0.0169621	0.0826509	0.238402	0.0505186	0.122311	0.0812575	0.113264	0.0420546	0.8546201	1.14538	0.37869	0.62277	0.862649	1.15922	1.60573	2.64068	0.7021274	1.340221	0.0332913	0.0117902	0.0391854	0.00728142	0.00746563	0.0220447	0.00852967	0.0221273	0.00702903	0.0122883	0.00857334	0.0179638	0.0154622	0.00516776	0.00321051	0.0013011	0.00275787	0.000401218	0.00832037	0.00452352	0.00859456	0.00439885	0.00556489	0.00874463	0.00767373	0.0066541	0.0329228	0.021755	0.00937092	0.00196425	0.00533512	0.0368463	0.0194056	0.00299372	0.029964	0.0153351	0.0378678	0.00995351	0.00990055	0.0100586	0.00973445	0.0103486	0.0135854	0.00253715	0.00922086	0.00271798	0.00370113	0.00491165	0.000355335	0.014308	0.00341418	0.00396697	0.00610675	0.00608834	0.00961296	0.00451949	0.0123887	0.0133806	0.0482798	0.0569075	0.046658	0.0325596	0.0043606	0.00983568	0.00346834	0.010204	0.0292565	0.00235005	0.0114511	0.0330299	0.00699921	0.0169458	0.011258	0.0156924	0.00582654	0.57269	0.42731	7.217757
144	-4811.772	-4922.712	110.9397	0.208823	0.0593668	0.196823	0.0173832	0.0764846	0.121937	0.0974708	0.137545	0.0880809	0.11708	0.0521396	0.125966	0.0541805	0.0553841	0.019887	0.00396768	0.0295604	0.00672733	0.058497	0.031571	0.0615053	0.0456094	0.00191539	0.056639	0.0146505	0.0236846	0.146274	0.215542	0.0658999	0.00873563	0.0466139	0.186896	0.211238	0.0925977	0.269274	0.110445	0.305422	0.192295	0.0311316	0.0750934	0.0437126	0.14105	0.0901001	0.0496882	0.116367	0.0404683	0.036471	0.0100536	0.0011494	0.0595518	0.238572	0.0136911	0.0785577	0.0919707	0.00969059	0.0198417	0.19244	0.131421	0.543153	0.47023	0.0665078	0.4191	0.017847	0.129164	0.0280544	0.0713517	0.0803364	0.0237317	0.0196328	0.23497	0.0342801	0.0473259	0.0017351	0.134945	0.0428146	0.9111227	1.088877	0.360863	0.608296	0.856343	1.16776	1.64394	2.77114	0.7369933	1.195094	0.0280287	0.00796836	0.0264181	0.00233322	0.010266	0.0163667	0.0130828	0.0184617	0.0118224	0.0157148	0.00699831	0.0169075	0.00727225	0.00743379	0.00266928	0.000532551	0.00396767	0.00090296	0.00785162	0.00423754	0.00825539	0.0061218	0.000257089	0.00760223	0.00196643	0.00317901	0.0196332	0.0289307	0.00884525	0.00117252	0.00625664	0.0250856	0.0283529	0.0124287	0.0361426	0.0148242	0.0409945	0.0258103	0.00417857	0.0100792	0.00586721	0.0189321	0.0120935	0.00666927	0.015619	0.00543176	0.00489523	0.00134942	0.000154275	0.0079932	0.0320217	0.00183765	0.0105442	0.0123445	0.0013007	0.00266321	0.0258298	0.0176397	0.0729034	0.0631154	0.00892685	0.0562527	0.00239547	0.0173368	0.00376554	0.00957701	0.0107829	0.00318533	0.00263516	0.0315383	0.00460116	0.00635221	0.00023289	0.0181126	0.00574669	0.544439	0.455561	7.450314
180	-4810.185	-4921.056	110.8713	0.289637	0.0555135	0.300101	0.0301171	0.0724432	0.105693	0.0567674	0.127729	0.0743046	0.108917	0.0643635	0.0919363	0.0715113	0.0658864	0.00861884	0.00250589	0.0129019	0.0211602	0.0564996	0.0346925	0.0836965	0.0265032	0.0203431	0.0392386	0.0431536	0.0197908	0.160612	0.187275	0.0617997	0.0260376	0.0185506	0.291343	0.201542	0.190813	0.173451	0.255286	0.295755	0.124882	0.0106172	0.0357287	0.15323	0.114432	0.084828	0.0292138	0.121432	0.0344644	0.0255666	0.0322437	0.00392124	0.0492193	0.0351426	0.0434875	0.0630689	0.0617873	0.00509964	0.0241176	0.0274648	0.165792	0.1451	0.454173	0.191368	0.291059	0.00443919	0.282074	0.0551431	0.116629	0.228801	0.0127376	0.0678107	0.310778	0.0578281	0.010121	0.00634171	0.128005	0.0533146	0.8699997	1.13	0.332311	0.584327	0.84567	1.18249	1.71137	3.00923	0.7965937	1.298851	0.0390981	0.00749377	0.0405107	0.00406551	0.00977911	0.0142675	0.00766304	0.0172421	0.0100304	0.0147027	0.00868843	0.0124105	0.00965332	0.00889402	0.00116346	0.00033827	0.00174163	0.00285641	0.00762688	0.00468315	0.0112982	0.00357767	0.00274612	0.00529683	0.0058253	0.00267156	0.0216811	0.0252802	0.00834234	0.00351481	0.00250415	0.0393285	0.0272062	0.0257578	0.0234142	0.034461	0.039924	0.0168579	0.00143322	0.00482302	0.0206846	0.0154472	0.0114509	0.00394357	0.0163921	0.00465235	0.00345124	0.00435258	0.000529329	0.00664412	0.0047439	0.00587038	0.00851368	0.00834068	0.000688401	0.00325563	0.00370747	0.0223803	0.0195871	0.0613088	0.0258327	0.03929	0.000599247	0.0380772	0.00744378	0.0157438	0.0308859	0.00171945	0.00915377	0.041952	0.00780622	0.00136624	0.000856068	0.0172794	0.00719694	0.565	0.435	7.407952
216	-4814.215	-4924.906	110.6912	0.202393	0.0575659	0.211694	0.0336344	0.0774951	0.109445	0.0459751	0.236866	0.126423	0.0920661	0.0702785	0.107623	0.075562	0.0798412	0.0397821	0.0128715	0.0298596	0.0128057	0.0561389	0.0186404	0.0831886	0.0538588	0.0478916	0.0465606	0.0288499	0.131096	0.215804	0.106116	0.0452647	0.0217857	0.0131988	0.277194	0.171951	0.0456986	0.202666	0.10792	0.0185714	0.186796	0.0500567	0.237481	0.00605186	0.0314463	0.0678694	0.034139	0.274293	0.00259615	0.339098	0.051313	0.059236	0.294259	0.0530204	0.295204	0.0394568	0.13728	0.253047	0.102767	0.0775992	0.020144	0.0845349	0.103628	0.0434847	0.0522782	0.0414171	0.0723304	0.111858	0.0171996	0.0798814	0.0227613	0.0497188	0.0337463	0.0692239	0.274318	0.134797	0.046463	0.40793	0.8998203	1.10018	0.363362	0.610347	0.857243	1.16653	1.63841	2.75207	0.732002	1.222666	0.0267246	0.00760116	0.0279527	0.00444118	0.0102327	0.0144515	0.00607068	0.0312764	0.0166932	0.0121567	0.00927977	0.0142108	0.00997742	0.0105425	0.00525294	0.0016996	0.00394274	0.0016909	0.00741274	0.00246133	0.0109845	0.00711166	0.00632374	0.006148	0.00380943	0.0173102	0.0284954	0.0140119	0.00597688	0.00287665	0.00174281	0.0366014	0.0227049	0.00603417	0.0267606	0.0142501	0.00245222	0.0246651	0.00660963	0.0313577	0.000799105	0.00415226	0.00896167	0.00450781	0.0362184	0.000342803	0.0447754	0.00677551	0.00782169	0.0388548	0.00700096	0.0389795	0.00520998	0.0181269	0.0334131	0.0135696	0.0102464	0.00265988	0.0111622	0.0136833	0.00574184	0.00690296	0.00546883	0.00955071	0.0147701	0.00227108	0.0105478	0.00300546	0.00656501	0.00445596	0.00914052	0.0362217	0.0177989	0.00613511	0.0538642	0.55009	0.44991	7.5733
252	-4803.893	-4914.179	110.2859	0.105657	0.0770015	0.184072	0.0338004	0.0870453	0.0955942	0.0788027	0.204818	0.131776	0.0713565	0.0807618	0.128308	0.051036	0.0718054	0.0319989	0.00128263	0.0404908	0.0129725	0.0651666	0.0201373	0.0794607	0.0534463	0.0952142	0.0652687	0.03503	0.0552666	0.182365	0.167975	0.0623813	0.0129897	0.00705836	0.352448	0.176312	0.100772	0.317271	0.159271	0.0592846	0.0401672	0.0667655	0.540962	0.00886421	0.0146519	0.148332	0.0499051	0.162833	0.00117644	0.296243	0.0136105	0.0152467	0.20656	0.121926	0.333806	0.0149399	0.101185	0.215444	0.115341	0.131867	0.0318784	0.0904562	0.0274163	0.0223911	0.0126027	0.0798269	0.0988085	0.241662	0.0171168	0.0757456	0.00385827	0.0544513	0.0472106	0.082882	0.369046	0.0736343	0.0212207	0.329438	0.8921054	1.107895	0.41777	0.653326	0.875637	1.14203	1.53063	2.39366	0.6311124	1.241888	0.013485	0.00982768	0.0234931	0.00431394	0.0111096	0.0122007	0.0100576	0.0261409	0.0168186	0.0091072	0.0103076	0.0163759	0.00651372	0.0091645	0.00408401	0.000163702	0.00516783	0.00165568	0.00831719	0.00257012	0.0101415	0.00682134	0.0121522	0.00833023	0.00447086	0.00705365	0.0232752	0.0214386	0.0079617	0.00165787	0.000900856	0.0449828	0.0225026	0.0128615	0.0404932	0.0203277	0.00756647	0.00512653	0.00852126	0.0690428	0.00113134	0.00187002	0.0189316	0.00636938	0.0207823	0.000150149	0.0378093	0.00173711	0.00194594	0.0263632	0.0155613	0.0426035	0.00190677	0.0129142	0.0274971	0.0147209	0.0168301	0.00406863	0.0115449	0.00349913	0.00285777	0.00160848	0.0101883	0.0126109	0.0308432	0.00218461	0.00966739	0.00049243	0.0069496	0.00602547	0.0105782	0.0471012	0.00939793	0.00270839	0.042046	0.553947	0.446053	7.835167
288	-4806.264	-4917.513	111.2486	0.156868	0.0275179	0.353724	0.0306944	0.0727289	0.0926666	0.0343277	0.196168	0.0876268	0.0718818	0.0262161	0.120074	0.0576212	0.10201	0.0175484	0.00216559	0.0247453	0.00242788	0.0490885	0.000621855	0.0857147	0.042598	0.04119	0.0552888	0.0369045	0.0561232	0.147894	0.150214	0.0485761	0.0319693	0.0127641	0.218219	0.177321	0.0856638	0.268583	0.0314082	0.178064	0.0989962	0.0495624	0.146133	0.143221	0.0143153	0.158367	0.230496	0.250457	0.00266591	0.277839	0.0312138	0.0297535	0.218574	0.216403	0.159943	0.0297696	0.0416758	0.0800402	0.120186	0.204494	0.0100947	0.049756	0.0741601	0.0208209	0.049898	0.0484582	0.0731865	0.158385	0.0177063	0.0794751	0.0278827	0.0457445	0.0369177	0.0245838	0.319228	0.0674778	0.0597573	0.338771	0.8936993	1.106301	0.306687	0.561901	0.835408	1.19702	1.77967	3.26066	0.8546161	1.237889	0.0217824	0.00382107	0.0491172	0.00426215	0.010099	0.0128674	0.00476665	0.0272394	0.0121676	0.00998133	0.00364031	0.0166732	0.00800114	0.0141648	0.00243672	0.000300708	0.00343607	0.000337129	0.00681631	8.63493e-05	0.0119021	0.00591505	0.00571954	0.00767727	0.00512447	0.00779313	0.0205362	0.0208583	0.00674516	0.00443917	0.0017724	0.0303013	0.0246224	0.0118951	0.0372947	0.00436126	0.0247255	0.0137464	0.00688211	0.0202916	0.0198873	0.00198778	0.0219904	0.032006	0.0347778	0.000370182	0.0385801	0.00433427	0.0041315	0.0303506	0.0300492	0.0222093	0.00413374	0.005787	0.0111142	0.0166888	0.0283956	0.00140172	0.00690899	0.0102977	0.00289114	0.00692871	0.00672879	0.0101625	0.0219929	0.00245865	0.0110357	0.00387172	0.00635197	0.0051263	0.00341365	0.0443272	0.0093698	0.00829775	0.0470409	0.55315	0.44685	7.201627
324	-4802.442	-4914.156	111.7135	0.187002	0.00285583	0.428453	0.0513187	0.0872063	0.144405	0.0584054	0.240841	0.114976	0.0428681	0.044869	0.0920661	0.0543412	0.0797164	0.0354609	0.00558059	0.0317737	0.00859134	0.0513899	0.0174181	0.0480238	0.0811509	0.0599809	0.0477204	0.0177523	0.0560162	0.163867	0.134929	0.0905813	0.0134908	0.0359691	0.211946	0.164025	0.181933	0.177709	0.0252967	0.064751	0.0853382	0.00426499	0.251375	0.00793355	0.0171361	0.16909	0.119625	0.287593	0.00360643	0.217128	0.0458147	0.0329047	0.131513	0.033342	0.180795	0.0405856	0.0236006	0.131352	0.0965214	0.0804305	0.0195678	0.122127	0.0652063	0.0105448	0.0166885	0.0548818	0.112391	0.176571	0.0126182	0.0996735	0.0697103	0.0631722	0.0508699	0.0718277	0.191111	0.0484056	0.135143	0.399781	0.8933604	1.10664	0.380346	0.624097	0.863222	1.15845	1.60232	2.62919	0.6989726	1.238738	0.026582	0.00040595	0.0609037	0.00729485	0.0123962	0.0205269	0.00830222	0.0342351	0.0163436	0.00609362	0.00637804	0.013087	0.00772449	0.0113315	0.00504069	0.00079327	0.00451657	0.00122124	0.00730497	0.00247595	0.00682649	0.0115354	0.00852616	0.00678335	0.00252345	0.00796259	0.0232933	0.0191799	0.0128759	0.00191769	0.00511293	0.0301277	0.0233158	0.0258614	0.025261	0.00359588	0.00920423	0.0121307	0.00060626	0.0357325	0.00112774	0.00243587	0.0240357	0.0170045	0.0408807	0.000512646	0.0308643	0.00651247	0.00467734	0.0186943	0.00473949	0.0256997	0.00576916	0.00335477	0.0186714	0.0137203	0.011433	0.00278153	0.0173601	0.00926894	0.00149892	0.00237224	0.00780134	0.0159762	0.0250993	0.00179365	0.0141684	0.00990919	0.0089798	0.00723105	0.0102102	0.027166	0.00688076	0.0192103	0.0568281	0.55332	0.44668	7.034922
